Neighborhood,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,LotArea,MSZoning,SalePrice
StoneBr,2231,5,1969,2005,716.0,1196,1035,1,1,2,TA,3,624.0,6214,RL,405839
NoRidge,1045,9,2006,2010,722.0,775,270,3,1,3,TA,2,420.0,7967,RL,460054
Gilbert,2087,9,2007,2010,276.0,1197,890,3,1,3,TA,2,,3563,RL,528187
Veenker,1123,9,1946,1975,535.0,535,588,3,0,5,TA,0,0.0,5115,C (all),367273
CollgCr,1093,6,1986,2010,1509.0,520,573,2,1,4,Fa,3,615.0,1877,RM,313582
MeadowV,1243,6,1967,1986,1539.0,879,364,3,1,3,Ex,1,112.0,16329,RL,376204
Mitchel,3798,5,1990,2010,151.0,1922,1876,2,0,2,Gd,1,245.0,18106,RL,417518
ClearCr,2268,9,1917,1938,954.0,1603,665,1,0,1,Gd,0,0.0,4063,RL,482223
NridgHt,1959,10,1920,1954,1506.0,944,1015,1,0,3,Gd,0,0.0,18913,RL,577518
Sawyer,2448,8,1991,2010,258.0,1294,1154,2,1,2,Fa,3,642.0,16945,RL,428534
Veenker,3993,7,1998,2010,323.0,2340,1653,2,0,1,Fa,0,0.0,10245,RL,457550
Crawfor,3101,7,1985,2010,1016.0,2410,691,2,1,5,Gd,0,0.0,18371,RL,509504
BrDale,2568,6,2003,2010,868.0,1984,584,2,1,3,Ex,0,0.0,18406,RL,483795
BrDale,3101,5,1922,1964,1191.0,1497,1604,3,0,3,Gd,3,696.0,15154,RL,397951
NAmes,2944,4,1963,1979,687.0,1599,1345,1,0,2,TA,0,0.0,18430,RL,365125
ClearCr,3172,3,1966,1981,309.0,1458,1714,3,0,4,Gd,2,352.0,4012,RL,372850
Mitchel,604,3,1939,1940,802.0,364,240,2,0,5,Ex,3,504.0,18391,RL,179608
Mitchel,2739,6,1909,1912,1502.0,1600,1139,3,0,4,Ex,2,286.0,17157,RM,453410
Somerst,516,4,1988,2008,1079.0,392,124,3,0,3,Gd,3,411.0,9926,RM,275732
BrkSide,3691,6,1951,1989,619.0,2849,842,1,1,4,Fa,2,322.0,14368,RL,389502
Veenker,892,3,1971,2004,472.0,493,399,3,1,1,Gd,3,363.0,18167,RL,232303
NPkVill,924,4,1974,2003,1319.0,551,373,1,0,5,Gd,1,172.0,16019,RL,286150
NAmes,2676,9,1960,1965,460.0,2029,647,2,1,4,Gd,0,0.0,2833,RL,537173
Crawfor,3701,5,1963,1979,1347.0,2674,1027,3,1,1,Gd,0,,17853,RL,540697
ClearCr,1071,7,1904,1942,813.0,429,642,2,1,2,TA,3,459.0,18704,RH,340000
Blmngtn,2576,10,2008,2010,845.0,1360,1216,1,1,4,Gd,2,370.0,8393,RL,697872
NAmes,1620,2,1952,1956,1164.0,921,699,2,1,5,Gd,1,102.0,14456,RL,234923
SWISU,3581,5,1954,1958,666.0,1761,1820,2,1,1,TA,2,274.0,18531,RL,344888
Timber,741,9,1936,1955,261.0,355,386,1,0,4,Ex,0,0.0,15085,RL,488185
Sawyer,2779,3,1955,1970,1808.0,1153,1626,2,0,2,TA,0,,16891,RL,358344
SWISU,1288,9,1958,1998,1443.0,846,442,2,0,4,Gd,2,344.0,15994,RL,515607
IDOTRR,3855,6,2008,2010,1767.0,1946,1909,2,1,1,Gd,3,,4646,RL,516618
BrDale,1214,4,2001,2010,1264.0,511,703,3,0,4,TA,3,672.0,5313,RL,287673
Timber,1258,7,1992,2000,354.0,619,639,2,0,5,TA,2,338.0,1331,FV,374711
Gilbert,3349,8,1968,1972,1872.0,2413,936,1,0,3,TA,0,0.0,12456,RL,596113
StoneBr,1275,6,1972,2010,769.0,944,331,3,1,1,Ex,2,248.0,11604,RL,402075
Timber,3273,5,1958,1959,1784.0,1941,1332,3,0,1,Gd,0,0.0,9177,RL,400589
IDOTRR,2747,6,1901,1909,1612.0,1555,1192,1,1,1,Gd,2,228.0,7470,RL,413088
BrkSide,3492,5,1964,2006,179.0,2762,730,2,0,1,TA,3,690.0,13378,RL,431899
OldTown,578,8,2003,2010,65.0,277,301,3,0,4,TA,1,136.0,3615,RL,383889
Veenker,3503,1,1959,1980,819.0,1702,1801,3,0,5,Ex,0,0.0,1365,RL,408509
SawyerW,1355,7,1950,1971,,700,655,3,1,2,TA,1,212.0,13720,RL,313063
Blueste,3744,10,1929,1950,170.0,1756,1988,2,1,5,TA,3,300.0,19612,RL,684546
NWAmes,3014,10,1910,1943,473.0,1662,1352,3,1,1,Gd,2,340.0,8833,RL,691783
BrkSide,3128,2,1991,2010,533.0,2390,738,1,1,4,TA,3,606.0,15504,RL,399585
Blmngtn,1939,9,2007,2010,1390.0,1252,687,2,1,4,Gd,1,118.0,16617,RL,546390
Blmngtn,3487,1,1975,2010,1130.0,1969,1518,1,0,1,Gd,3,453.0,16757,RL,395615
NridgHt,2996,10,1938,1970,438.0,2318,678,1,0,4,Fa,3,651.0,18268,RL,518391
IDOTRR,2634,6,1989,2006,,1104,1530,3,1,1,Gd,2,412.0,6544,RL,376469
NoRidge,2648,9,1976,1982,226.0,1281,1367,3,1,5,Gd,1,154.0,9454,RL,599257
SawyerW,1531,1,1971,1971,1467.0,958,573,3,0,3,TA,1,113.0,19432,RH,222423
Veenker,1344,4,1962,1994,441.0,868,476,1,1,4,Fa,1,112.0,19888,RL,292872
BrDale,3771,4,1963,1963,395.0,1568,2203,2,0,1,Fa,0,0.0,13122,RH,339758
Mitchel,586,9,1960,1983,727.0,328,258,3,1,1,TA,3,567.0,3192,RL,405283
NridgHt,2590,5,1953,1956,1604.0,1708,882,3,0,4,Ex,1,126.0,8318,RL,471181
Somerst,3956,5,1991,1994,83.0,2687,1269,1,1,2,Fa,3,,11921,RL,469042
Gilbert,907,6,1993,2010,1638.0,594,313,2,1,1,TA,2,472.0,2273,RL,322767
NPkVill,3211,1,1972,1998,1574.0,1696,1515,1,0,4,Gd,2,280.0,12134,RL,345696
Sawyer,3588,1,2002,2010,1036.0,1569,2019,3,0,1,TA,0,0.0,7915,RL,368439
NoRidge,2168,9,1994,2010,1832.0,1237,931,1,1,2,Gd,0,0.0,5629,RH,625223
BrkSide,647,3,1957,1989,1848.0,292,355,3,1,3,Ex,2,474.0,2777,RL,209566
Somerst,2824,4,1984,2010,692.0,2200,624,2,0,2,TA,1,105.0,8629,RL,394259
Veenker,731,1,1955,1996,492.0,431,300,1,1,5,TA,2,280.0,7744,RM,185162
Timber,2450,9,1933,1973,1291.0,1290,1160,3,0,4,Gd,3,315.0,17685,RM,587712
Mitchel,865,8,1930,1965,1548.0,611,254,3,0,2,Gd,0,0.0,12706,RL,370844
Blueste,3799,2,1951,1956,1143.0,2276,1523,3,1,3,TA,0,0.0,8143,RL,359796
Somerst,2174,8,1988,2003,969.0,1139,1035,3,0,1,Gd,2,488.0,7272,RL,524941
NAmes,935,7,1975,2008,352.0,677,258,1,0,4,Gd,1,115.0,16595,RL,329880
BrDale,898,6,1900,1922,1080.0,670,228,3,1,2,TA,1,184.0,6405,RL,232789
NPkVill,1734,1,1954,2003,39.0,1160,574,1,0,3,TA,3,327.0,12231,RL,214936
Sawyer,1914,7,1921,1962,1909.0,801,1113,3,0,2,TA,0,0.0,9002,RL,395076
Blmngtn,3046,10,1939,1962,,1908,1138,1,0,5,TA,2,474.0,15436,FV,633714
NPkVill,3087,7,2000,2010,639.0,2177,910,1,0,4,TA,2,236.0,3899,FV,470720
Blueste,1062,9,1900,1912,172.0,482,580,3,1,1,TA,0,0.0,3535,RL,432628
Somerst,2989,1,1964,1981,1570.0,1468,1521,3,0,3,Gd,2,282.0,6773,RL,318447
OldTown,1784,2,1962,1974,258.0,1343,441,3,1,2,TA,0,0.0,1318,RL,217097
Veenker,1272,9,2005,2010,1911.0,519,753,3,0,4,Gd,1,245.0,2158,RL,434828
NAmes,2897,9,1953,1989,516.0,2031,866,2,1,2,Ex,1,183.0,6680,RL,605059
SawyerW,2537,6,1941,1983,729.0,1495,1042,3,0,4,Gd,2,466.0,4332,FV,410497
Blueste,3923,6,1920,1958,522.0,2270,1653,3,1,5,TA,1,152.0,8771,RL,449157
NPkVill,3067,4,1978,2010,1917.0,1235,1832,3,0,2,Ex,1,197.0,6019,RL,377606
NWAmes,1843,4,1980,1996,838.0,1341,502,1,0,5,Gd,3,423.0,14243,RL,326065
Sawyer,2685,5,1921,1935,116.0,1460,1225,3,0,3,TA,0,0.0,6163,RH,324465
SawyerW,2073,3,1937,1954,183.0,1277,796,1,0,5,TA,0,0.0,5338,FV,267426
Timber,1491,1,1998,2010,1929.0,1000,491,1,1,4,TA,2,266.0,4146,RM,229533
NPkVill,2915,1,2008,2010,1897.0,1985,930,1,1,3,Gd,0,0.0,9364,RL,400333
IDOTRR,3791,7,1979,2010,1139.0,2966,825,1,0,2,Ex,3,732.0,12694,RL,482999
